comment_id;comment_text;Sub1_Toxic;Sub2_Engaging;Sub3_FactClaiming;fold
2593;"Ich finde es lustig, wie Sie Grüne und Linke auseinanderzudividieren versuchen. Der einzige Unterschied der beiden zueinander ist, dass die Grünen Kryptokommunisten sind. Das wird man feststellen, sobald sie mehr als nur ein bisschen Macht haben. Dann werden viele Leute schlagartig erkennen, was es bedeutet, wenn man von ""Deutschland muss klimaneutral"" redet. ""Hoppla!"" werden sie sagen und dabei leise sein, weil laut gegen die Grünen zu sprechen im urbanen Raum ungesund sein wird. Ist es jetzt schon. Das ist alles nur noch ein große, sozialistische Suppe. Und die einzigen, die da bei der neuen Einheitspartei nicht mitspielen, ist die AfD. Bin kein großer Freund von denen. Aber sie sind nun mal tatsächlich die einzige Alternative.";0;0;0;0
1357;Bloß nicht instrumentalisieren hör sonst immer 🤦‍♀️🤮;1;0;0;0
1233;Ich bin so froh das ich mir über das alles keinen Kopf zerbrechen muß😂😂;0;0;0;0
1733;Weil es dem überwiegenden Anteil eigentlich egal ist was mit ihren Organen nach dem Tod passiert sie aber zu bequem sind den Spendeausweis auszufüllen. Und wer es nicht will kann sich ja als Nichtspender registrieren lassen. So ist jeder der es nicht will in der Verantwortung zu handeln.;0;1;1;0
1865;@USER du vergleichst Äpfel mit Birnen,aber egal!;0;0;0;0
1693;erst hamster, dann Ersatzteillager. Wenn das die NWO ist. Wissen eigentlich die Neuen hier schon davon? Da gibt es doch bestimmt religiöse Unterschiede. Nun also, was sagen die Vertreter der sogenannten Weltreligionen dazu?=;1;0;0;0
2645;@USER bitte sie können doch dann gerne die ungenannten kosten übernehmen;0;0;0;0
2744;@USER Sie outen sich gerade als: Hetzer! Gratuliere;1;0;0;0
2558;Der Grünen Vertreterin gehen nach und nach die Argumente aus. Nur pauschales.;0;0;0;0
2504;Viel liegt die „Stärke“ auch in der absolut unkritischen Betrachtung durch die Medien in diesem Land, zumindest weitgehend fehlt die in Bezug auf grünen Positionen völlig.;1;1;0;0
2925;Danke! Genau das trifft den Kern der Problematik.;0;1;0;0
1510;Es war halt viel blabla, wie ich es mir gedacht habe. Wir können in Deutschland uns abstrampeln soviel wir wollen, denn Deutschland rettet das Klima nicht allein. Aber das ist typisch deutsch: alle(s) retten wollen. Aber gut, dass man darüber geredet hat.;0;1;1;0
3137;@USER Du weißt so gut wie ich, dass große Tabus bestehen..Und wen wundert es, dass es dann Leute gibt, die dieses Vakuum ausfüllen? Und es ist ziemlich unredlich, jede Islamkritik mit Islamfeindlichkeit gleich zu setzen.. Religionskritik jeglicher Art war bis vor einigen Jahren völlig legitim..Aber der Islam war hier eigentlich nicht mein Thema.Ist ja eh oft durch verstaubte Traditionen beeinflusst.;0;0;0;0
2172;@USER weil der Staat sie langsam zur Ader lässt da Strom mehr da Milch mehr da die Fahrkarte mehr Miete mehr;0;0;0;0
284;Nachname Programm? 🤔;1;0;0;0
603;👳 @USER 👳 ihr #FAKE - Profil und SiE sind #PEINLICH ! ⚠ #SCHÄMEN Sie sich ! ⚠ und Tschüss ! ✈✈✈✈✈✈✈✈✈✈✈✈✈✈;1;0;0;0
631;90% der Deutschen sind im herzen rechtsradikal und wünschen sich wieder einen starken führer wie damals ... deswegen sind sie neidisch auf die türken wegen Ihren führer ! Die restlichen 10% weltoffenen Deutschen kehren Deutschland den rücken zu, die letzte Hoffnung für dieses volk die leider gottes nichts mehr mit diesen Menschen hier zu tun haben will . Deutschland ist verloren;1;1;1;0
844;Tja, und es gibt so gute Beispiele, wie man es machen könnte, wenn man denn wollte - siehe: Wiener Gemeindebau. Mit einer Wohnbausteuer errichtete man schöne Wohnungen für die einkommensschwachen Bürger , und diese Wohnungen sind heute noch preiswert. Das waren noch Politiker: „Wenn wir einst nicht mehr sind, werden diese Steine für uns sprechen.“ – Bürgermeister Karl Seitz: Ansprache anlässlich der Eröffnung des Karl-Marx-Hofes, 1930.[1]...https://de.wikipedia.org/wiki/Gemeindebau;0;1;1;0
819;Wer bekommt auf dem Land Wohneigentum Günstig? Die Leute die Mindestlohn bekommen schon mal nicht. WohnEIGENTUM ist nun mal nichts das sich mal eben die Hälfte der Deutschen Leisten kann. Und Günstige Wohnungen auf dem Land sind auch Schwierig denn die haben meistens weit mehr qm als in der Stadt. Ich halte Viel von Enteignungen wenn die Enteigneten scheiße Bauen. Damals wars die Kirche die enteignet wurde (sollte man heute auch mal wieder in Betracht ziehen) und heute eben so unsägliches Gesindel wie Vonovia und Deutsche Wohnen.;1;1;1;0
1934;@MEDIUM Wenn Sie als objektive Presse, die sich an Fakten zu halten haben, da Sie auch einen BILDUNGSAUFTRAG haben, sich Pro-Organspende aussprechen sollten, muss man sie entweder der Organ- und/oder PharmaMafia zuordnen oder aber als Lügenpresse bezeichnen bzw erkennen, dass Sie Ihrem Auftrag nicht gerecht werden können. Ihnen würde dann Unfähigkeit attestiert. Alles nicht wirklich nett!;1;1;0;0
737;@USER isch aabe gar kei Auddo;0;0;1;0
3161;@USER was können sie außer Populismus anbieten. Es gibt in Deutschland viele Menschen aus allen Parteien, die der afd in dieser Sache Recht geben müssen. Nennen Sie mir eine Programmzeile, die ihnen recht gibt!!;0;0;0;0
2318;10 Gründe, die AfD nicht zu wählen! AfDler laufen mit Messern durch die Straßen und stechen Menschen ab AfDler leihen sich Autos und fahren in Menschenmengen AfDler haben mehrere Identitäten um den Staat zu betrügen AfDler greifen Juden und Schwule an AfDler rotten sich zusammen um Polizisten anzugreifen AfDler vergewaltigen und das sogar alte Frauen AfDler schneiden sogar Babys Köpfe ab AfDler sperren bei Hochzeiten die Autobahnen und schießen mit Pistolen AfDler bauen und zünden Rucksackbomben AfDler haben Mehrehen und Kinderehen (vom Staat ignoriert) Satire ENDE!;1;1;0;0
1821;@USER Ist mir egal, Fakt ist sterbe ich hat niemand das Recht mich auszuweisen.wenn ich dem zustimme bedarf es meiner Zustimmung, nicht umgekehrt;0;0;1;0
763;@USER in Berlin grassiert seit hundert Jahren die Macke!;0;0;0;0
2099;@MEDIUM Immer die gleichen „Talkgäste“! Bekommt ihr dafür Extra-Zuschüsse??;1;0;1;0
483;*shitstorm incoming;0;0;0;0
524;find ich nicht;0;0;0;0
2016;@USER: Für ein höheres geistiges Niveau hat's aber auch nicht gereicht, was? https://de.m.wikipedia.org/wiki/Troll_(Netzkultur);1;1;1;0
1544;"Ich finde es beängstigend, wie ""@MEDIUM"" versucht, Meinung, die sich auf Herrn Lanz bezieht, zu (sagen wir mal) ""moderieren.";1;0;0;0
583;@USER wo sonst bekommt man stütze von staat? Ich wäre doch total bescheuert wenn ich das geld nicht annehmen würde. Mein Rhythmus siet so aus , halbes jahr hartz4 4 spaaren dann paar monate ab nach thailand 👍;1;0;0;0
2718;Man merkt, es ist wohl Grundvorraussetzung, um sich für die AfD zu begeistern, über keinerlei politische Bildung zu verfügen.;1;0;0;0
2657;Die Bezeichnung ist Top .lach;0;0;0;0
1495;Der Gscheidschmatzer macht mich richtig wütend! Fährt mit seinem Porsche rum und reißt seine Klappe auf...ich glaubs nicht!;1;1;1;0
3118;@USER und die Fortsetzung findet hier mit den meisten Beiträgen statt.;0;0;0;0
2293;@USER , in Deutschland hat jeder Gastwirt das Hausrecht und darf einzelne Personen Hausverbot erteilen. Aber wenn man Hausverbot bekommt, nur weil man eine andere politische Gesinnung hat, ist das gegen Artikel 1 unserer Verfasung. Was meinen sie, was passieren würde, wenn ein Wirt einem Muslimen Hausverbot geben würde, weil andere Muslime Terror verbreiten, Messermorde und Vergewaltigungen verüben oder Kinderehen/Vielehen betreiben.;1;1;0;0
196;Wann fängt denn die Historie an? Und wann hört sie Ihrer Meinung nach auf?;0;0;0;0
1323;@USER Die Frage bei 1. ist aber hoffentlich jetzt nicht ernst gemeint! 😂;0;0;0;0
195;Ob das die Menschen ohne Staatsangehörigkeit auch so sehen?;0;1;0;0
1308;Wenn man ganz leise ist kann man sogar die Chinesen über die SPD lachen hören. Eine völlig hysterische Gesellschaft in den Fängen von Öko Populisten. Das gleiche Schema hatten wir bereits beim Waldsterben.;1;0;0;0
202;Wie hat sie das Gemüse denn zubereitet?;0;0;0;0
1025;@MEDIUM welche Hürden? Ist sogar im Grundgesetz verankert!!!!!;1;1;1;0
416;Das fände ich sehr traurig.;0;0;0;0
1284;Wie man sich als Verantwortlicher von VW da so hinsetzen und dergleichen von sich geben kann,....;0;0;0;0
1388;@USER Das bezweifle ich stark;0;0;0;0
687;@ @MEDIUM : Es ist absolut #NICHT hinnehmbar, dass hier #RASSISMUS sowie #HETZE und #HASS geduldet wird, gegen deutsche Obdachlose und #Millionen Deutsche, die verzweifelt eine Wohnung suchen ! (ebenso gegen Personen, die dieses anprangern!) ⚠ di;1;0;0;0
1785;@USER ist Hirntod wirklich tot.....da scheiden sich die Geister !;0;0;0;0
771;@USER ohne das Vollidiot würde ich zustimmen.;0;1;0;0
1539;Gott sei Danke .....das Sie wengstens den Durchblick haben...... https://www.facebook.com/andreas.turschmann.3/videos/1244161859075732/?hc_location=ufi;0;1;1;0
2605;"Heuchler! Wer hat denn Hartz-IV mit der SPD damals mitgegründet? ...und wie lange haben diese ""Grünen"" Hartz-IV geduldet, obwohl in vieler Hinsicht dieses System unmenschlich ist! So ein Heuchler!";1;0;0;0
2005;May muß die Scheiße der Männer aufräumen..;1;0;0;0
1075;@USER, das muss ich nicht in einer Internetsuchmaschine suchen, darüber habe ich so 1985/1986 ein Referat in der Schule geschrieben und gehalten. Sorry.;0;1;0;0
2665;@USER @USER wählen Sie denn nun trotzdem Grün?Trotz dem Wissen dass die ggf. NSU decken, selbst Islamisten (in den eigenen Reihen - gerade aufgeflogen) Nur so als Frage denn ich will gerne mal wissen wie weit Ihr Grünen noch geht um an die Macht zu kommen?! Hetzen auf AfD aber verhindern dass es aufgedeckt wird - wie passt das zusammen. :D;0;0;0;0
1737;@USER und an einem lupenreinen Demokraten ist was verkehrt?;0;0;0;0
2799;Was sagt man dazu heute bei einem Politiker entdeckt 😳😳 stimmt das so?? https://www.facebook.com/530757183776023/posts/1159622474222821/;0;1;1;0
2295;@USER , sie verwechseln da etwas! Nicht die AfD ist Judenfeindlich, sondern viele der Neubürger.;1;0;0;0
640;@USER inklusive mir ..was soll den mit uns sein eva ?;0;0;0;0
901;Warum ist halbe halbe gerecht, wenn der Verkäufer beauftragt? Weil der Käufer genauso eine Leistung erhält! Es ist doch bei Weitem nicht so, dass der Makler für den Käufer nichts tut! Frau Barley Sie scheinen wirklich in einer anderen Welt zu leben. Ich habe Sie auch nicht bestellt / gewählt, Steuern muss ich trotzdem bezahlen, von denen auch Sie vergütet werden!;0;1;1;0
2090;@USER ist der Teddy auf ihrem Profilbild, noch vom ihrem letzten Bahnhofsklatscherbesuch übrig geblieben?;1;0;0;0
1614;@USER noch mehr geht nicht;0;0;0;0
722;Darum geht's den Menschen doch garnicht, wer den Makler bezahlt 😂, die Menschen um die es hier geht können sich kaum einen Makler leisten;0;0;1;0
2749;@USER haben Sie hier gearbeitet ihr Leben lang oder bekommen auch sie gelder von unseren Arbeitern , machen sie ihrem Regime die Vorfürfe aber nicht unseren Leuten wir können nichts für eure Politik und sind nicht gewillt unser schwer verdientes Geld mit alles und jedem zu teilen;1;0;0;0
1557;Lanz ist ein Projekt;0;0;0;0
1256;Und über welchem Zeitraum ist das in der Erdgeschichte passiert? 200 Jahre so wie jetzt oder eher so 5.000-10.000 Jahre;0;0;1;0
2361;Hier wird doch jeder als Rechter bezeichnet,der eine eigene Meinung hat und nicht mit alles einverstanden ist,was hier so abgeht;0;0;0;0
2276;trinkt @MODERATOR immer Coke ?;0;0;0;0
1355;Es wird kein Politiker die erforderlichen Maßnahmen vertreten die Klimaveränderungen auch nur bremsen könnten.Er würde nicht wiedergewählt werden.;0;1;0;0
3058;@USER ich finde nicht , dass irgendwelche konfuse Drohungen helfen! Eine Demokratie lebt von sachlichem, repektvollem diskutieren - meinetwegen auch streiten. Was sie da gerade geschrieben haben ist da wirklich unpassend und kontraproduktiv.;0;0;1;0
367;also ich sie fast so verstanden das sie in jedem Dorf nur Nazis sieht die miteinander verwand sind...also sie ist total daneben..;0;0;0;0
1953;"""Der einzige Grund, warum viele Leute denken, die Existenz Gottes und das Wesen der Seele seien schwer zu erkennen liegt darin, das Sie Ihren Geist niemals von den Sinnen ablenken und über die Körperwelten erheben."" — René Descartes (1596-1650), französischer Philosoph, Mathematiker und Naturwissenschaftler";0;1;1;0
2254;naj, scheint spannend zu werden. Da hat @MEDIUM ein brisantes Publikum eingeladen.;0;1;0;0
2484;💩🤮👌🖕;1;0;0;0
1142;@USER Ist doch klar: der Kampf Männer gegen Frauen und umgekehrt soll geschürt werden. Das ist Kulturmarxismus.;0;0;1;0
3020;Dieser Hass und diese Hetze ist entstanden weil sich der Staat und die Presse gegen sein Volk gewendet hat. Jetzt geht der Staat langsam aber sicher gegen Polizei und Armee vor... überall Nazis!?!? Die Kinder werden zum Ungehorsam gegen alles erzogen. Schulpflicht gibt es zb nicht mehr. Was entsteht da? Demokratie? Sicher nicht!;0;0;0;0
624;@MEDIUM er macht doch nur einen auf Tayyip 😃;0;0;0;0
3197;@USER Trittin sitzt immer noch im Bundestag! https://www.focus.de/politik/deutschland/schreckliches-versagen-bis-zu-1000-opfer-die-gruenen-waten-reumuetig-durch-den-paedophilie-sumpf_id_4696028.html;0;1;1;0
1196;@USER schäm Dich, Triebtier*in!;1;0;0;0
2933;Das sind infantile Allmachtsfantasien, die zu belegen die Realität schuldig bleibt.;0;0;1;0
1199;Die Frage ist, ob @MEDIUM das humorlose Credo der Social-Media-Redakteure bei der offenbar neuerdings rigideren Diskussionsführung ist oder eine Sendung kennzeichnet, die sich in Auswahl von Themen und Diskutanten mehr als symbolhaften Fragen widmet. Wir sollten diskutieren, was wir über die politischen Entscheidungsträger wirklich beeinflussen können. Lebensmittelreinheit, Rentengerechtigkeit, Pflege-und Gesundheit. Und zwar solange, bis sich was tut und nicht nur oberflächlich. Danke.;0;1;0;0
1686;@USER Das ist aber freundlich von Ihnen 😳;1;0;0;0
417;Was eine dämliche Diskussion . Sind wir jetzt völlig verblödet. Ich muss abschalten .Ich bekomme Kopfschmerzen.🤮;1;0;0;0
1545;@USER - Waren Sie freitags auch auf Demos oder woher kommen Ihre Rechtschreibkenntnisse?;1;0;0;0
2305;Das hat nur nichts mit Populismus sondern nur mit Gewalttaten und Verbrechen zu tun.;0;0;0;0
3175;"@MEDIUM stimmt. Da kenne ich eine Menge. Man muss nur lesen was Ihr von BEIDEN Seiten an Beiträgen zulasst und nicht löscht. Ergötzt ihr euch von "" @MEDIUM "" daran ?";1;0;0;0
681;@USER für die wird sogar gebaut.;0;0;0;0
2949;Ach je;0;0;0;0
673;@USER Sterberate? Dann würde es genügend Wohnungen geben! Als versuchen sie es mal mit Logik....;1;1;1;0
204;Ja, viele Migranten fühlen sich diesem Land eindeutig verbundener als viele „Eingeborenen“ - vielleicht weil angeborenes nicht so selbstverständlich ist? Oder weil ihre Vorfahren zur Zeit Hitlers diesen nicht gewählt haben, sie also diese Schuldgefühle nicht haben?;0;1;0;0
2380;Da haben sie Recht. Die meisten Kinder gehen mit, weil es schick ist und man legal Schule schwänzen kann. Ohne den Hyp und die Organisation der Vereine würde kein Schüler die Schule schwänzen für die vermeintliche Zukunft. Seltsamerweise wurden die Freitagsdemos wärend der Ferien ausgesetzt, damit die Kinder schön in Urlaub fliegen konnten.;1;1;1;0
1601;Das die Greta missbraucht wird ist klar! Mit arrogante Trittbrettfahrerin meinte ich diese „Luisa“.;1;0;1;0
3201;@USER Tritin sitzt immer noch im Bundestag! aktueller geht es nicht mehr!;0;0;1;0
115;@MEDIUM wieso überdenken die ÖR ihren Blickwinkel nicht auch mal ? 2 Links zum aufwachen 🤦‍♀️ https://www.faz.net/aktuell/gesellschaft/menschen/pariser-unternehmen-bietet-reisen-nach-syrien-an-16054654.html?utm_content=buffer8c8f1&utm_medium=social&utm_source=facebook.com&utm_campaign=GEPC%253Ds6 36.000 Nigeraner , nur 79 bekamen Asyl, aber alle sind hier 🤬 https://amp.welt.de/politik/deutschland/article189127145/Asylsystem-Wie-es-bei-der-illegalen-Zuwanderung-aus-Nigeria-versagt.html?wtrid=upday;1;1;1;0
2618;Bla bla Schulze;0;0;0;0
622;Verzichte;0;0;0;0
1513;Insgesamt sitzen da nur dumme Leute. angefangen beim Moderator, der ist noch dümmer. Der muss stehen;1;0;0;0
899;Das ist doch wieder eine lächerliches Gequatsche,wo nix bei rauskommt.;0;0;0;0
57;keine Sorge, sie wussten es.;0;0;1;0
2613;Grünwähler wacht auf;0;0;0;0
2167;Ich bin selbst Vermieter. Absoluter Blödsinn, Paul Lenz. Die Flüchtlinge wollen in die Stadt weil dort ihre Landsleute leben. Sie fliehen aus den Flüchtlingsheimen auf dem Land in die Stadt.;0;1;0;0
1947;"@USER Doch, ich habe einen Sohn. Aber das ändert nichts an meiner Einstellung zum Leben und zum Tod! Und die hat sich aus einem Fundament aus jahrzehntelanger Beschäftigung mit spirituellen und philosophischen Ansätzen ergeben, die NICHTS mit Religion zu tun haben. Sondern lediglich damit: ""Woher kommen wir und wohin gehen wir"". Und ich mache in den letzten Jahren gehäuft die Erfahrung, dass Menschen, die rein materiell denken ohne irgendwelche spirituellen Ansätze, auch an ihrem materiellen Leben hängen wie der Parasit am Wirt. Aber der sorgt dafür, dass der Wirt stirbt. Und das tut momentan auch der Mensch, der sich selbst ausrottet trotz Organtransplantation. Und wenn man dann mal guckt, was die Politik mit uns vorhat angesichts der politischen und gesellschaftlichen Entwicklung, die sie vorantreibt, und sie über die ARD Doku-Fiktion-Filme drehen lässt, die auf wissenschaftlichen Daten basieren, die in die Zukunft fortgeschrieben wurden, und es darin heißt: ""Seit 2015 gibt es häusliche Pflege nur noch für Wohlhabende. Seit 2019 steht „freiwilliges Frühableben“ im Leistungskatalog der skizzierten Krankenkassen."" https://de.wikipedia.org/wiki/2030_–_Aufstand_der_Alten dann weiß man auch, dass diese Zukunft, die sie hier für uns vorsehen, eigentlich gar keiner erleben WILL! Warum sollte ich dann an meinem Leben hängen, wo ich sowieso schon seit Jahrzehnten am Existenzminimum leben muss als alleinerziehende Mutter, die aufgrund dieser Entwicklung heute trotz Studium als Pflegehelferin arbeiten darf mit Aufstockung vom Amt!? Mit Früh- und Spätschichten, die kein eigenes LEBEN mehr zulassen! Und mit einem Gehalt, für das Andere noch nicht mal die Augen aufschlagen würden!";1;1;1;0
973;Ziemlich daneben wenn man die Wohnungen enteignet wer soll sie verwalten der Staat der Berliner Senat dann dauert jede Reparatur solange wie der BER ...Doll das sowas in der Politik ist;0;0;1;0
747;@MEDIUM https://youtu.be/7tZoeaXS_hk Hat sich seitdem wad getan? Eher nicht.;0;1;1;0
2597;"@USER Nee, ich habe Angst vor dummen Menschen wie Ihnen, die glauben, dass man ""Klimaneutralität"" damit zusammenfassen kann, dass man ""einmal die Woche vegetarisch isst"". Dumme Leute, die glauben, dass man SUV ""kaputtbesteuern"" muss, ohne auch nur im Ansatz zu erkennen, was damit wirtschaftlich alles zusammenhängt und wie man sich damit eben der Mittel beraubt, die unabdingbar notwendig sind, wenn man so schwachsinnige Forderungen wie ""Garantiesicherung"" stellt. Wieso fordern Sie nicht, dass man alte VW Busse von der Straße entfernt? Oder all die alten VOLVO-Panzer Ihrer Parteigenossen? Wenn Sie über Klimaschäden faseln, dann sie da besser aufgehoben. Leute wie Sie sind es, vor denen ich Angst habe. Weil sie einfältig sind, weil sie dumm sind.";1;0;0;0
2869;LOL Nicht einmal sinnerfassend lesen kann der Wiwi :-D;1;0;0;0
1627;Und bitte an die Kinder , Menschen denken die In Afrika , Südamerika, Asien für unsere Elektromobilität das Lithium und andere seltene Erden mit ihren Händen ausgraben. Moderne Sklavenarbeit;0;0;1;0
1305;Es bleibt beim Bla bla bla;1;0;0;0
317;@USER zum x-ten mal: Menschen, die aus sicheren Staaten nach Deutschland einreisen, sind keine Flüchtlinge! Sie müssen auch nicht integriert werden, sondern so schnell wie möglich abgeschoben werden. Jeder, der dagegen massiv opponiert, ist in meinen Augen antideutsch. Er möchte das Land durch fremde Kulturen komplett verändern. Das darf nicht der Fall sein. Denn Deutsche haben das Recht, nach ihren Vorstellungen zu leben auf ihrem Territorium. Das ist Völkerrecht.;0;1;1;0
2173;Wer Millionen von Migranten unkontrolliert ins Land lässt, braucht sich über steigende Mieten nicht wundern. Haben die Politiker noch nie was von Angebot und Nachfrage gehört? Millionen Neubürger die keine Wohnungen, kein Kapital und keine Qualifikationen mitgebracht haben, sind Konkurenz für die ärmeren Einheimischen.;0;0;0;0
1668;4 Pers . HAUSHALT 4 AUTOS;1;0;0;0
1320;🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️;0;0;0;0
1783;@USER mein Güte ....Kindergarten;0;0;0;0
1356;Von was für einer Sekte kommt das Mädchen 👧 hoffentlich läuft oder fährt sie mit dem Fahrrad 🚲 auch zur Sendung und ohne Handy? Das ist doch die Generation die immer die neueste Marken Kleidung Kauft. Was machen die Kinder wenn Sie mal keinen Strom haben um das Handy zu laden 😂;1;0;0;0
1385;@USER ich bin aber Linksgrünversiffter, und schaff das nicht alleine... 😭😭😭😂 Kleiner Tipp, sie hätten ihren YouTube Link, schneller löschen sollen! 😂;1;0;0;0
1428;@USER Wasserstoff zu Erzeugen braucht 3 mal soviel Primärenergie und ist gefährlich mich verwundert warum Erdgas Antrieb nicht mehr kommt.Übrigens da ist VW führend;0;0;1;0
3003;Und, was haben Sie für ein Problem damit? Immerhin hat Herr Daimagüler im NSU-Prozess Hinterbliebene vertreten.;0;0;1;0
1117;nix Klimawandel nix Neuseeland,...flache Gespräche Sonntag Montag wie geht's weiter...;0;0;0;0
1478;sei für dich selbst verantwortlich wow was für eine Erkenntnis.;1;0;0;0
693;"Ich wohne in Braunschweig und habe die Wohnung von einer Privatperson gemietet. Die Miete ist im Gegensatz zu den meisten anderen Wohnungen in der Größe relativ gering. Die Wohnungen der Großkonzerne wie ""Deutsche wohnen"" oder ""Vonovia"" sind sind da schon viel teurer und diese Firmen machen Millardengewinne jährlich, während die Privatpersonen ihre Rente, oder ihr Einkommen zum Großteil aufbessern. Natürlich müssen mehr Wohnungen gebaut werden, die Studenten finden nicht mal mehr nen WG Zimmer, kleinere Familien haben große Probleme, sofern nicht ein Familienmitglied beim großen Automobilhersteller aus Wolfsburg arbeitet. Ich habe ja keine Ahnung von der Materie, aber ich verstehe nicht, warum die Mieten immer weiter steigen dürfen, obwohl die Gewinne immer mehr werden. Freier Markt hört sich ja toll an, aber die Politik muss das Land ja managen und sobald etwas ungerecht bzw abnormal wird und wir darunter leiden, MUSS die Politik doch handeln, dafür ist die Politik ja da und der Irrglaube die Mieten würden sinken, nur weil man mehr Wohnungen baut, ist doch ein Irrglaube. Unter den Änderungen dürfen private Vermieter nicht leiden.";0;1;1;0
1222;über dem, was Sie denken.;0;0;0;0
1960;Sie Sterben lieber. Da MUSS es Ausweise geben das man nicht Spendet und auch keine Spende annimmt!! Das wäre denen die Helfen gegenüber nur Fair !;0;1;1;0
3001;Das unterschreibe ich sofort (kann leider gerade wegen eines Bugs von Facebook nicht liken).;0;0;0;0
131;""" denn Ihrer Meinung nach in den europäischen Leistungsgesellschaften anfangen?"" Bewertest du jeden Mensch nur nach seiner wirtschaftlichen Leistung?";0;0;0;0
517;Volle Zustimmung !;0;1;0;0
906;@USER da muss ich Ihnen leider recht geben, viele meiner 'Mitstreiter' können wirklich nichts. Da würde Frau Barley mal besser ansetzen, denn es ist immer noch möglich, dass jeder Hans und Franz eine Gewerbeerlaubnis nach § 34c GewO bekommen kann, ganz ohne jegliche Fachkompetenz! Der Sachkundenachweis ist lange lange überfällig!;0;1;1;0
92;Wo Arbeiten die Politiker Hart ! Im Bundestag kommen un gehen die wann sie wollen manche schlafen bei Debatten naja bei so harten Büffets und Fresseinlagen kann man auch verstehen . Die müssten alle nach 4 Jahren wieder in Ihre alten Jobs zurück. Ohne Pensionsansprüche;1;0;1;0
3076;Am schlimmsten ist die Grünen Sprecherin und @MODERATOR selber;1;0;0;0
1720;"Problem ! Heute kann man keinem mehr trauen, hätte nie gedacht das ein Apotheker ,Krebskranken Medikamente gibt die Null Wirkung haben. Es sollen schon Listen ""gedreht"" worden sein, damit der oben steht ,der besser bezahlt.";0;1;1;0
453;@USER ja bin Zuhälter und deine mudda die Angestellte des Monats.. pass mal auf wenn ihr mir so schräg kommt so komme ich euch noch schräger. Sei nett oder ich kürze deiner mudda das Weihnachtsgeld;1;0;0;0
3111;Das kann man ,so leid es mir tut, nicht vergleichen. Wie man bei der in der Talkrunde gezeigten Statistik sehen konnte, handelt es sich bei linkem Extremismus in der Regel um Sachbeschädigung, Widerstand gegen Polizisten usw. Rechter Extremismus äußert sich mit Bedrohungen, in Gewalt gegen Personen bis hin zu Mord. Mit seiner Hetze die man überall nachlesen kann, ist Herr Junge auch ein Täter - ein Brandstifter. Wohin diese verbalen Entgleisungen führen, hat man jetzt an Herrn Lübke, Frau Reker usw... gesehen.;0;1;1;0
2097;@USER weshalb sollte sie? Durch Fachwissen fällt bei denen keiner auf.;1;0;0;0
188;@USER Also Bildung und Bayern, das sage ich Ihnen als jemand der sich seit 20 Jahren mit Pädagogik professionell befasst, das schließt sich fast aus. Hier ist viel lautes Gekraftmeier, aber die Qualität der schulischen Bildung für ALLE Kinder lässt zu wünschen übrig, hier wird knallhart gesiebt, mehr aber auch nicht. Und das hat mit Bildung GARNICHTS zu tun.;0;1;0;0
2899;@USER, mäßigen Sie sich in Ihrem Tonfall! Wie wäre es mal mit Argumenten?;0;0;0;0
2919;Das entspringt Ihrer puren Fantasie, denn man kann durchaus beides parallel kritisieren, wovon tatsächlich viele Menschen hierzulande Gebrauch machen. Das hat nur gerade überhaupt nichts mit dem Thema der Sendung, in der es um Rechtsterrorismus geht, zu tun.;1;0;0;0
94;"@USER, sorry, da muss ich sie enttäuschen...... Bitte schauen sie sich mal die vielen Folgen ""Der Anstalt"" zu diesem Thema an! Falls sie sich diese Mühe machen möchten, würde ich gern mit ihnen diskutieren....Danke!";0;1;0;0
231;:-) sorry, um auf dein Niveu zu kommen müsste ich erst einen 10 Meter tiefen Keller ausheben. Ich kenne Menschenfeinde, wich dich. Fakten sind euch scheiß egal. Was ihr wollt ist nur auf hilfesuchende Menschen drauf prügeln Wenn es keine Flüchtlinge mehr gibt, dann geht ihr auf die Obdachlosen, Hartz 4 Empfänger und Arbeitslose. Ihr wollt die Welt nur brennen sehen.;1;0;0;0
942;Bei der Frage zur Enteignung zeigen alle Parteien wieder ihr wares Gesicht ! Bloß nicht den großen Unternehmen an die Wäsche gehen !😡;1;0;0;0
1533;@MEDIUM widdewiddewi;1;0;0;0
1310;@USER https://www.airborne.co.nz/statistics/world/china.shtml Nur mal so am Rande.;0;1;1;0
749;"Wenn die ""Bodenwertsteuer"" eingeführt wird, dann entstehen automatisch mehr Wohnungen durch unter anderem auch durch Wohnungs- Verdichtung im urbanen Raum. Ein schöner Nebeneffekt der Bodensteuer ist dann für viele Bürger, dass nicht nur die Mieten sinken, sondern viele Menschen auch höhere Einkommen haben werden, weil die Gesamtlasten an Steueraufwändungen dann sinken werden.";0;1;1;0
